"Town","FIPS","Year","Measure Type","Variable","Value"
"Andover","0901301080","2006-2010","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2006-2010","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2006-2010","Number","Alcohol Induced Deaths",-6666
"Andover","0901301080","2007-2011","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2007-2011","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2007-2011","Number","Alcohol Induced Deaths",-6666
"Andover","0901301080","2008-2012","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2008-2012","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2008-2012","Number","Alcohol Induced Deaths",-6666
"Andover","0901301080","2010-2014","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2010-2014","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Andover","0901301080","2010-2014","Number","Alcohol Induced Deaths",-6666
"Ansonia","0900901220","2006-2010","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ansonia","0900901220","2006-2010","Crude Rate (per 100,000)","Alcohol Induced Deaths",4.17
"Ansonia","0900901220","2006-2010","Number","Alcohol Induced Deaths",4
"Ansonia","0900901220","2007-2011","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ansonia","0900901220","2007-2011","Crude Rate (per 100,000)","Alcohol Induced Deaths",5.21
"Ansonia","0900901220","2007-2011","Number","Alcohol Induced Deaths",5
"Ansonia","0900901220","2008-2012","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ansonia","0900901220","2008-2012","Crude Rate (per 100,000)","Alcohol Induced Deaths",6.23
"Ansonia","0900901220","2008-2012","Number","Alcohol Induced Deaths",6
"Ansonia","0900901220","2010-2014","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ansonia","0900901220","2010-2014","Crude Rate (per 100,000)","Alcohol Induced Deaths",8.37
"Ansonia","0900901220","2010-2014","Number","Alcohol Induced Deaths",8
"Ashford","0901501430","2006-2010","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ashford","0901501430","2006-2010","Crude Rate (per 100,000)","Alcohol Induced Deaths",4.63
"Ashford","0901501430","2006-2010","Number","Alcohol Induced Deaths",1
"Ashford","0901501430","2007-2011","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ashford","0901501430","2007-2011","Crude Rate (per 100,000)","Alcohol Induced Deaths",4.64
"Ashford","0901501430","2007-2011","Number","Alcohol Induced Deaths",1
"Ashford","0901501430","2008-2012","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ashford","0901501430","2008-2012","Crude Rate (per 100,000)","Alcohol Induced Deaths",4.63
"Ashford","0901501430","2008-2012","Number","Alcohol Induced Deaths",1
"Ashford","0901501430","2010-2014","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Ashford","0901501430","2010-2014","Crude Rate (per 100,000)","Alcohol Induced Deaths",4.66
"Ashford","0901501430","2010-2014","Number","Alcohol Induced Deaths",1
"Avon","0900302060","2006-2010","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Avon","0900302060","2006-2010","Crude Rate (per 100,000)","Alcohol Induced Deaths",1.13
"Avon","0900302060","2006-2010","Number","Alcohol Induced Deaths",1
"Avon","0900302060","2007-2011","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Avon","0900302060","2007-2011","Crude Rate (per 100,000)","Alcohol Induced Deaths",1.12
"Avon","0900302060","2007-2011","Number","Alcohol Induced Deaths",1
"Avon","0900302060","2008-2012","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Avon","0900302060","2008-2012","Crude Rate (per 100,000)","Alcohol Induced Deaths",3.31
"Avon","0900302060","2008-2012","Number","Alcohol Induced Deaths",3
"Avon","0900302060","2010-2014","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Avon","0900302060","2010-2014","Crude Rate (per 100,000)","Alcohol Induced Deaths",4.38
"Avon","0900302060","2010-2014","Number","Alcohol Induced Deaths",4
"Barkhamsted","0900502760","2006-2010","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2006-2010","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2006-2010","Number","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2007-2011","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2007-2011","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2007-2011","Number","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2008-2012","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2008-2012","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2008-2012","Number","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2010-2014","AAMR (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2010-2014","Crude Rate (per 100,000)","Alcohol Induced Deaths",-6666
"Barkhamsted","0900502760","2010-2014","Number","Alcohol Induced Deaths",-6666
